2020-01-01,01:00:00,20
2020-01-01,01:00:01,20.008796
2020-01-01,01:00:02,20.008787
2020-01-01,01:00:03,20.008769
2020-01-01,01:00:04,20.008756
2020-01-01,01:00:05,20.008741
2020-01-01,01:00:06,20.008713
2020-01-01,01:00:08,20.008674
2020-01-01,01:00:09,20.008614
2020-01-01,01:00:11,20.008545
2020-01-01,01:00:14,20.008431
2020-01-01,01:00:17,20.008316
2020-01-01,01:00:20,20.008182
2020-01-01,01:00:24,20.008191
2020-01-01,01:00:28,20.008485
2020-01-01,01:00:33,20.009541
2020-01-01,01:00:38,20.011753
2020-01-01,01:00:44,20.016984
2020-01-01,01:00:49,20.025834
2020-01-01,01:00:56,20.039243
2020-01-01,01:01:02,20.06281
2020-01-01,01:01:09,20.09514
2020-01-01,01:01:16,20.136581
2020-01-01,01:01:25,20.186933
2020-01-01,01:01:37,20.271152
2020-01-01,01:01:54,20.393843
2020-01-01,01:02:08,20.602356
2020-01-01,01:02:22,20.779832
2020-01-01,01:02:36,20.958737
2020-01-01,01:02:49,21.134646
2020-01-01,01:03:08,21.305287
2020-01-01,01:03:32,21.518083
2020-01-01,01:04:03,21.784099
2020-01-01,01:04:35,22.103075
2020-01-01,01:05:14,22.384815
2020-01-01,01:05:54,22.682428
2020-01-01,01:06:34,22.921043
2020-01-01,01:07:23,23.10662
2020-01-01,01:08:12,23.2765
2020-01-01,01:09:02,23.392433
2020-01-01,01:09:51,23.468392
2020-01-01,01:10:12,23.515969
2020-01-01,01:10:33,23.529684
2020-01-01,01:11:17,23.540563
2020-01-01,01:12:01,23.556482
2020-01-01,01:12:45,23.565276
2020-01-01,01:13:29,23.56955
2020-01-01,01:14:14,23.571105
2020-01-01,01:14:58,23.571145
2020-01-01,01:15:42,23.570444
2020-01-01,01:16:26,23.569476
2020-01-01,01:17:10,23.568511
2020-01-01,01:17:54,23.567689
2020-01-01,01:18:39,23.567066
2020-01-01,01:19:23,23.566651
2020-01-01,01:20:07,23.566427
2020-01-01,01:20:51,23.566367
2020-01-01,01:21:35,23.566438
2020-01-01,01:22:19,23.566612
2020-01-01,01:23:04,23.566863
2020-01-01,01:23:48,23.56717
2020-01-01,01:24:32,23.567516
2020-01-01,01:25:16,23.567889
2020-01-01,01:26:00,23.568279
2020-01-01,01:26:44,23.568681
2020-01-01,01:27:29,23.569089
2020-01-01,01:28:13,23.569501
2020-01-01,01:28:57,23.569915
2020-01-01,01:29:41,23.570329
2020-01-01,01:30:25,23.570743
2020-01-01,01:31:09,23.571157
