2020-01-01,01:00:00,1
2020-01-01,01:00:01,1
2020-01-01,01:00:02,1
2020-01-01,01:00:03,1
2020-01-01,01:00:04,1
2020-01-01,01:00:05,1
2020-01-01,01:00:06,1
2020-01-01,01:00:08,1
2020-01-01,01:00:09,1
2020-01-01,01:00:11,1
2020-01-01,01:00:14,1
2020-01-01,01:00:17,1
2020-01-01,01:00:20,1
2020-01-01,01:00:24,1
2020-01-01,01:00:28,1
2020-01-01,01:00:33,1
2020-01-01,01:00:38,1
2020-01-01,01:00:44,1
2020-01-01,01:00:49,1
2020-01-01,01:00:56,1
2020-01-01,01:01:02,1
2020-01-01,01:01:09,1
2020-01-01,01:01:16,1
2020-01-01,01:01:25,1
2020-01-01,01:01:37,1
2020-01-01,01:01:54,1
2020-01-01,01:02:08,1
2020-01-01,01:02:22,1
2020-01-01,01:02:36,1
2020-01-01,01:02:49,1
2020-01-01,01:03:08,1
2020-01-01,01:03:32,1
2020-01-01,01:04:03,1
2020-01-01,01:04:35,1
2020-01-01,01:05:14,1
2020-01-01,01:05:54,1
2020-01-01,01:06:34,1
2020-01-01,01:07:23,1
2020-01-01,01:08:12,1
2020-01-01,01:09:02,1
2020-01-01,01:09:51,1
2020-01-01,01:10:12,1
2020-01-01,01:10:33,1
2020-01-01,01:11:17,1
2020-01-01,01:12:01,1
2020-01-01,01:12:45,1
2020-01-01,01:13:29,1
2020-01-01,01:14:14,1
2020-01-01,01:14:58,1
2020-01-01,01:15:42,1
2020-01-01,01:16:26,1
2020-01-01,01:17:10,1
2020-01-01,01:17:54,1
2020-01-01,01:18:39,1
2020-01-01,01:19:23,1
2020-01-01,01:20:07,1
2020-01-01,01:20:51,1
2020-01-01,01:21:35,1
2020-01-01,01:22:19,1
2020-01-01,01:23:04,1
2020-01-01,01:23:48,1
2020-01-01,01:24:32,1
2020-01-01,01:25:16,1
2020-01-01,01:26:00,1
2020-01-01,01:26:44,1
2020-01-01,01:27:29,1
2020-01-01,01:28:13,1
2020-01-01,01:28:57,1
2020-01-01,01:29:41,1
2020-01-01,01:30:25,1
2020-01-01,01:31:09,1
2020-01-01,01:31:54,1
2020-01-01,01:32:38,1
2020-01-01,01:33:22,1
2020-01-01,01:34:06,1
2020-01-01,01:34:50,1
2020-01-01,01:35:34,1
2020-01-01,01:36:19,1
2020-01-01,01:37:03,1
2020-01-01,01:37:47,1
2020-01-01,01:38:31,1
2020-01-01,01:39:15,1
2020-01-01,01:39:59,1
2020-01-01,01:40:44,1
2020-01-01,01:41:28,1
2020-01-01,01:42:12,1
2020-01-01,01:42:56,1
2020-01-01,01:43:40,1
2020-01-01,01:44:24,1
2020-01-01,01:45:09,1
2020-01-01,01:45:53,1
2020-01-01,01:46:37,1
2020-01-01,01:47:21,1
2020-01-01,01:48:05,1
2020-01-01,01:48:49,1
2020-01-01,01:49:34,1
2020-01-01,01:50:18,1
2020-01-01,01:51:02,1
2020-01-01,01:51:46,1
2020-01-01,01:52:30,1
2020-01-01,01:53:15,1
2020-01-01,01:53:59,1
2020-01-01,01:54:43,1
2020-01-01,01:55:27,1
2020-01-01,01:56:11,1
2020-01-01,01:56:55,1
2020-01-01,01:57:40,1
2020-01-01,01:58:24,1
2020-01-01,01:59:08,1
2020-01-01,01:59:52,1
2020-01-01,02:00:00,1
2020-01-01,02:00:01,1
2020-01-01,02:00:02,1
2020-01-01,02:00:03,1
2020-01-01,02:00:04,1
2020-01-01,02:00:05,1
